"Name","Gender","Department","Location","BonusRate","Salary","BonusAmount","TotalPaid","Rating"
"Millard Brakewell","Male","Product Management","Kaduna",0.062,76560,4747,81307,"Very Good"
"L;urette Bontein","Male","Product Management","Abuja",0.062,47650,2954,50604,"Very Good"
"Crissie Cordel","Female","Product Management","Abuja",0.062,41570,2577,44147,"Very Good"
"Shellysheldon Ellerman","Female","Product Management","Abuja",0.062,34470,2137,36607,"Very Good"
"Cathi Delgardo","Male","Product Management","Abuja",0.062,111910,6938,118848,"Very Good"
"Sharron Petegree","Female","Product Management","Kaduna",0.062,87290,5412,92702,"Very Good"
"Marney O'Breen","Female","Product Management","Kaduna",0.062,65920,4087,70007,"Very Good"
"Nani Brockley","Male","Product Management","Abuja",0.062,47000,2914,49914,"Very Good"
"Bordy Yatman","Female","Product Management","Lagos",0.062,108450,6724,115174,"Very Good"
"Bogey Hitcham","Male","Product Management","Abuja",0.062,106170,6583,112753,"Very Good"
"Curtice Advani","Male","Product Management","Lagos",0.062,59810,3708,63518,"Very Good"
"Nessi Delves","Male","Training","Kaduna",0.063,56830,3580,60410,"Very Good"
"Easter Pyke","Female","Training","Kaduna",0.063,95680,6028,101708,"Very Good"
"Ebonee Roxburgh","Male","Training","Kaduna",0.063,67950,4281,72231,"Very Good"
"Josie Barnson","Female","Training","Kaduna",0.063,74110,4669,78779,"Very Good"
"Robbert Mandrier","Female","Training","Abuja",0.063,98020,6175,104195,"Very Good"
"Felipe Parkman","Female","Training","Abuja",0.063,90150,5679,95829,"Very Good"
"Nicole Blowfelde","Female","Training","Kaduna",0.063,59560,3752,63312,"Very Good"
"Minna Showler","Female","Training","Kaduna",0.063,105370,6638,112008,"Very Good"
"Isa Mogie","Female","Training","Kaduna",0.063,50950,3210,54160,"Very Good"
"Fancy Bonin","Male","Training","Lagos",0.063,84680,5335,90015,"Very Good"
"Rhody Odhams","Male","Training","Lagos",0.063,103600,6527,110127,"Very Good"
"Vernor Atyea","Female","Training","Kaduna",0.063,102930,6485,109415,"Very Good"
"Ewart Hovel","Female","Training","Lagos",0.063,116770,7357,124127,"Very Good"
"Lindi Morfey","Male","Training","Kaduna",0.063,99470,6267,105737,"Very Good"
"Torrance Collier","Female","Training","Lagos",0.063,96140,6057,102197,"Very Good"
"Nerissa Kavanagh","Male","Training","Abuja",0.063,84170,5303,89473,"Very Good"
"Georg Dinnage","Male","Training","Kaduna",0.063,88330,5565,93895,"Very Good"
"Antone Tolmie","Male","Training","Kaduna",0.063,110820,6982,117802,"Very Good"
"Luce Beentjes","Male","Training","Abuja",0.063,48180,3035,51215,"Very Good"
"Mallorie Waber","Male","Training","Lagos",0.063,60570,3816,64386,"Very Good"
"Ewart Laphorn","Female","Training","Kaduna",0.063,119110,7504,126614,"Very Good"
"William Reeveley","Male","Training","Abuja",0.063,53870,3394,57264,"Very Good"
"Gerald Caple","Male","Training","Kaduna",0.063,59300,3736,63036,"Very Good"
"Felita Whitloe","Male","Training","Kaduna",0.063,63450,3997,67447,"Very Good"
"Lek Scamaden","Female","Training","Abuja",0.063,51860,3267,55127,"Very Good"
"Jo-anne Gobeau","Female","Training","Abuja",0.063,37900,2388,40288,"Very Good"
"William Reeveley","Male","Training","Abuja",0.063,53870,3394,57264,"Very Good"
"Calvin O'Carroll","Female","Research and Development","Abuja",0.084,44450,3734,48184,"Very Good"
"Shanon Deverell","Female","Research and Development","Lagos",0.084,78180,6567,84747,"Very Good"
"Ashien Gallen","Female","Research and Development","Abuja",0.084,115080,9667,124747,"Very Good"
"Gino Groome","Female","Research and Development","Lagos",0.084,60440,5077,65517,"Very Good"
"Lonny Caen","Female","Research and Development","Lagos",0.084,35980,3022,39002,"Very Good"
"Merrilee Plenty","Female","Research and Development","Abuja",0.084,87620,7360,94980,"Very Good"
"Archibald Filliskirk","Male","Research and Development","Abuja",0.084,40400,3394,43794,"Very Good"
"Kaine Padly","Male","Research and Development","Abuja",0.084,107700,9047,116747,"Very Good"
"Brien Boise","Female","Research and Development","Kaduna",0.084,58100,4880,62980,"Very Good"
"Larry Pioch","Male","Research and Development","Abuja",0.084,49670,4172,53842,"Very Good"
"Fedora Graffin","Male","Research and Development","Lagos",0.084,92500,7770,100270,"Very Good"
"Aloisia Minto","Male","Research and Development","Abuja",0.084,41420,3479,44899,"Very Good"
"Ede Mignot","Female","Research and Development","Kaduna",0.084,98640,8286,106926,"Very Good"
"Mick Tanguy","Female","Research and Development","Lagos",0.084,97400,8182,105582,"Very Good"
"Janina Wolverson","Female","Research and Development","Kaduna",0.084,99680,8373,108053,"Very Good"
"Merrilee Plenty","Female","Research and Development","Abuja",0.084,87620,7360,94980,"Very Good"
"Edgard Irving","Male","Research and Development","Kaduna",0.084,87290,7332,94622,"Very Good"
"Kit Battlestone","Female","Research and Development","Abuja",0.084,115980,9742,125722,"Very Good"
"Dayle O'Luney","Female","Research and Development","Abuja",0.084,46750,3927,50677,"Very Good"
"Giffer Berlin","Female","Research and Development","Kaduna",0.084,92340,7757,100097,"Very Good"
"Rose Shurrocks","Female","Research and Development","Kaduna",0.084,32140,2700,34840,"Very Good"
"Lonny Caen","Female","Research and Development","Lagos",0.084,35980,3022,39002,"Very Good"
"Inger Chapelhow","Female","Research and Development","Abuja",0.084,84310,7082,91392,"Very Good"
"Jeane Bermingham","Male","Research and Development","Kaduna",0.084,116980,9826,126806,"Very Good"
"Stormy Church","Male","Research and Development","Lagos",0.084,29880,2510,32390,"Very Good"
"Amaleta Baltzar","Male","Research and Development","Lagos",0.084,70080,5887,75967,"Very Good"
"Calvin O'Carroll","Female","Research and Development","Kaduna",0.084,44450,3734,48184,"Very Good"
"Shea Mix","Male","Research and Development","Lagos",0.084,82680,6945,89625,"Very Good"
"Benni Simounet","Male","Research and Development","Lagos",0.084,115790,9726,125516,"Very Good"
"Grady Rochelle","Female","Accounting","Kaduna",0.071,69160,4910,74070,"Very Good"
"Linell Compfort","Female","Accounting","Abuja",0.071,70440,5001,75441,"Very Good"
"Rory Ravenscroftt","Female","Accounting","Kaduna",0.071,45450,3227,48677,"Very Good"
"Yves Pawlik","Male","Accounting","Abuja",0.071,57930,4113,62043,"Very Good"
"Pippy Shepperd","Female","Accounting","Kaduna",0.071,44850,3184,48034,"Very Good"
"Leslie Baruch","Female","Accounting","Kaduna",0.071,103990,7383,111373,"Very Good"
"Hogan Iles","Female","Accounting","Lagos",0.071,114180,8107,122287,"Very Good"
"Erv Balmann","Female","Services","Lagos",0.072,29670,2136,31806,"Very Good"
"Cindee Saice","Female","Services","Abuja",0.072,103360,7442,110802,"Very Good"
"Radcliffe Fairpool","Female","Services","Lagos",0.072,60760,4375,65135,"Very Good"
"Emmye Corry","Male","Services","Abuja",0.072,109030,7850,116880,"Very Good"
"Dulsea Folkes","Female","Services","Lagos",0.072,42160,3036,45196,"Very Good"
"Pate Beardsley","Male","Services","Lagos",0.072,85880,6183,92063,"Very Good"
"Fred Dudeney","Male","Services","Abuja",0.072,88690,6386,95076,"Very Good"
"Michale Rolf","Male","Services","Lagos",0.072,111820,8051,119871,"Very Good"
"Chrisy Kyme","Female","Marketing","Lagos",0.099,99200,9821,109021,"Very Good"
"Cara Havers","Male","Marketing","Kaduna",0.099,89610,8871,98481,"Very Good"
"Jessica Callcott","Female","Marketing","Lagos",0.099,66020,6536,72556,"Very Good"
"Cleveland Pottiphar","Female","Marketing","Lagos",0.099,74600,7385,81985,"Very Good"
"Maisie Shotboulte","Female","Marketing","Abuja",0.099,71210,7050,78260,"Very Good"
"Aile Strathearn","Female","Marketing","Lagos",0.099,114600,11345,125945,"Very Good"
"Jakob Philippe","Male","Marketing","Kaduna",0.099,51910,5139,57049,"Very Good"
"Cara Havers","Male","Marketing","Lagos",0.099,89610,8871,98481,"Very Good"
"Delora Arendt","Female","Marketing","Abuja",0.099,67620,6694,74314,"Very Good"
"Mariann Mowat","Male","Marketing","Kaduna",0.099,32620,3229,35849,"Very Good"
"Jan Morforth","Male","Marketing","Abuja",0.099,48170,4769,52939,"Very Good"
"Beatriz Bateson","Male","Marketing","Kaduna",0.099,89090,8820,97910,"Very Good"
"North Bertomeu","Female","Marketing","Abuja",0.099,104900,10385,115285,"Very Good"
"Rudyard Tomsa","Female","Marketing","Kaduna",0.099,43900,4346,48246,"Very Good"
"Reube Sushams","Male","Marketing","Kaduna",0.099,90130,8923,99053,"Very Good"
"Tabbatha Pickston","Male","Marketing","Abuja",0.099,72040,7132,79172,"Very Good"
"Xavier Filipic","Female","Marketing","Kaduna",0.099,31050,3074,34124,"Very Good"
"Packston Joanic","Male","Marketing","Kaduna",0.099,51860,5134,56994,"Very Good"
"Conchita Soden","Male","Marketing","Abuja",0.099,74410,7367,81777,"Very Good"
"Reggie Taylerson","Male","Marketing","Lagos",0.099,87610,8673,96283,"Very Good"
"Carolyn Attack","Female","Marketing","Lagos",0.099,70760,7005,77765,"Very Good"
"Oliy Feeney","Female","Marketing","Lagos",0.099,42970,4254,47224,"Very Good"
"Caro Hainsworth","Male","Marketing","Kaduna",0.099,77470,7670,85140,"Very Good"
"Letisha Carrett","Female","Sales","Abuja",0.005,84600,423,85023,"Very Poor"
"De witt Lottrington","Female","Sales","Abuja",0.005,98360,492,98852,"Very Poor"
"Cathrin Yanuk","Male","Sales","Lagos",0.005,44120,221,44341,"Very Poor"
"Faina Durand","Male","Sales","Kaduna",0.005,114650,573,115223,"Very Poor"
"Marmaduke Worssam","Female","Engineering","Abuja",0.005,78380,392,78772,"Very Poor"
"Lamond Douthwaite","Male","Engineering","Lagos",0.005,90530,453,90983,"Very Poor"
"Dennison Crosswaite","Male","Legal","Abuja",0.005,90700,454,91154,"Very Poor"
"Bayard Gendricke","Male","Legal","Kaduna",0.005,40980,205,41185,"Very Poor"
"Clo Jimpson","Male","Legal","Lagos",0.005,57620,288,57908,"Very Poor"
"Aeriell Cuell","Male","Legal","Abuja",0.005,108290,541,108831,"Very Poor"
"Hans Bucke","Male","Legal","Kaduna",0.005,78560,393,78953,"Very Poor"
"Demetria Le Estut","Female","Support","Abuja",0.005,75720,379,76099,"Very Poor"
"Ronnie Mesias","Male","Support","Kaduna",0.005,86360,432,86792,"Very Poor"
"Mendel Gentsch","Male","Human Resources","Lagos",0.005,28330,142,28472,"Very Poor"
"Cordelia Djuricic","Female","Human Resources","Abuja",0.005,65350,327,65677,"Very Poor"
"Kelci Walkden","Male","Human Resources","Kaduna",0.005,57090,285,57375,"Very Poor"
"Jarad Barbrook","Female","Human Resources","Abuja",0.005,31200,156,31356,"Very Poor"
"Krysta Elacoate","Male","Human Resources","Abuja",0.005,106930,535,107465,"Very Poor"
"Irvine Blenkin","Male","Human Resources","Abuja",0.005,79590,398,79988,"Very Poor"
"Layton Kierans","Male","Human Resources","Kaduna",0.005,113790,569,114359,"Very Poor"
"Kelly Corkitt","Female","Human Resources","Lagos",0.005,85260,426,85686,"Very Poor"
"Kakalina Stanaway","Male","Human Resources","Kaduna",0.005,97020,485,97505,"Very Poor"
"Erin Androsik","Male","Human Resources","Kaduna",0.005,48530,243,48773,"Very Poor"
"Cecilla Joselevitch","Female","Human Resources","Abuja",0.005,77840,389,78229,"Very Poor"
"Baxter Brocks","Female","Human Resources","Abuja",0.005,39680,198,39878,"Very Poor"
"Brose MacCorkell","Female","Human Resources","Lagos",0.005,35940,180,36120,"Very Poor"
"Lea Chaplin","Female","Human Resources","Kaduna",0.005,73490,367,73857,"Very Poor"
"Alida Welman","Male","Human Resources","Lagos",0.005,69860,349,70209,"Very Poor"
"Wendel Malletratt","Male","Business Development","Kaduna",0.005,67660,338,67998,"Very Poor"
"Gwenore Scotchmer","Female","Business Development","Kaduna",0.005,105290,526,105816,"Very Poor"
"Katya Hundy","Male","Business Development","Kaduna",0.005,88510,443,88953,"Very Poor"
"Codi Beck","Female","Business Development","Lagos",0.005,40560,203,40763,"Very Poor"
"Norrie Grahl","Male","Business Development","Abuja",0.005,42950,215,43165,"Very Poor"
"Adolph McNalley","Male","Business Development","Abuja",0.005,85920,430,86350,"Very Poor"
"Lorain Tew","Female","Business Development","Lagos",0.005,71590,358,71948,"Very Poor"
"Lissy McCoy","Female","Business Development","Abuja",0.005,86230,431,86661,"Very Poor"
"Amii Elms","Female","Business Development","Kaduna",0.005,53920,270,54190,"Very Poor"
"Sharl Bendson","Female","Business Development","Abuja",0.005,33630,168,33798,"Very Poor"
"Rogers Rosenthaler","Female","Business Development","Lagos",0.005,91190,456,91646,"Very Poor"
"Van Tuxwell","Female","Business Development","Abuja",0.005,80700,404,81104,"Very Poor"
"Sarajane Scourge","Female","Business Development","Abuja",0.005,58830,294,59124,"Very Poor"
"Trix Lutsch","Male","Business Development","Abuja",0.005,106400,532,106932,"Very Poor"
"Christoph Stretton","Female","Business Development","Abuja",0.005,90240,451,90691,"Very Poor"
"Addi Studdeard","Female","Product Management","Lagos",0.005,72500,362,72862,"Very Poor"
"Sharity Brands","Male","Product Management","Abuja",0.005,104080,520,104600,"Very Poor"
"Eilis Pavlasek","Male","Product Management","Kaduna",0.005,115190,576,115766,"Very Poor"
"Ancell Moretto","Female","Product Management","Abuja",0.005,96920,485,97405,"Very Poor"
"Sammy Gantlett","Female","Product Management","Lagos",0.005,74800,374,75174,"Very Poor"
"Sibyl Dunkirk","Female","Product Management","Kaduna",0.005,86570,433,87003,"Very Poor"
"Bari Toffano","Male","Product Management","Kaduna",0.005,106780,534,107314,"Very Poor"
"Corny Linturn","Female","Product Management","Kaduna",0.005,47960,240,48200,"Very Poor"
"Melva Jickells","Female","Product Management","Lagos",0.005,68800,344,69144,"Very Poor"
"Bogey Hitcham","Male","Product Management","Lagos",0.005,106170,531,106701,"Very Poor"
"Adolph Hartin","Male","Product Management","Lagos",0.005,89960,450,90410,"Very Poor"
"Addi Studdeard","Female","Product Management","Abuja",0.005,72500,362,72862,"Very Poor"
"Mabel Orrow","Male","Product Management","Abuja",0.005,31240,156,31396,"Very Poor"
"Lezlie Balmann","Male","Product Management","Kaduna",0.005,112460,562,113022,"Very Poor"
"Ansley Gounel","Female","Product Management","Abuja",0.005,38440,192,38632,"Very Poor"
"Althea Bronger","Male","Product Management","Kaduna",0.005,104340,522,104862,"Very Poor"
"Denni Wiggans","Male","Product Management","Lagos",0.005,81220,406,81626,"Very Poor"
"Tarrah Wordsworth","Female","Product Management","Abuja",0.005,86340,432,86772,"Very Poor"
"Shellysheldon Mahady","Male","Training","Lagos",0.005,114690,573,115263,"Very Poor"
"Christopher Kezourec","Male","Training","Kaduna",0.005,55310,277,55587,"Very Poor"
"Michaella Perri","Male","Training","Lagos",0.005,75320,377,75697,"Very Poor"
"Mackenzie Hannis","Female","Training","Abuja",0.005,57000,285,57285,"Very Poor"
"Lindy Guillet","Male","Training","Abuja",0.005,112780,564,113344,"Very Poor"
"Georg Dinnage","Male","Training","Kaduna",0.005,88330,442,88772,"Very Poor"
"Diarmid Alman","Female","Training","Abuja",0.005,98200,491,98691,"Very Poor"
"Thekla Lynnett","Male","Training","Lagos",0.005,53950,270,54220,"Very Poor"
"Virge Garfield","Male","Training","Abuja",0.005,110890,554,111444,"Very Poor"
"Dael Bugge","Male","Training","Lagos",0.005,62690,313,63003,"Very Poor"
"Mick Titman","Male","Training","Lagos",0.005,105330,527,105857,"Very Poor"
"Miguel Woolner","Male","Training","Kaduna",0.005,51740,259,51999,"Very Poor"
"Krystal Lambswood","Female","Training","Kaduna",0.005,41600,208,41808,"Very Poor"
"Jacklyn Andrioletti","Female","Training","Abuja",0.005,86990,435,87425,"Very Poor"
"Rey Chartman","Female","Training","Kaduna",0.005,93960,470,94430,"Very Poor"
"Freddy Linford","Female","Training","Kaduna",0.005,93130,466,93596,"Very Poor"
"Jeane Bermingham","Male","Research and Development","Kaduna",0.005,116980,585,117565,"Very Poor"
"Stormy Church","Male","Research and Development","Lagos",0.005,29880,149,30029,"Very Poor"
"Amaleta Baltzar","Male","Research and Development","Lagos",0.005,70080,350,70430,"Very Poor"
"Calvin O'Carroll","Female","Research and Development","Kaduna",0.005,44450,222,44672,"Very Poor"
"Shea Mix","Male","Research and Development","Lagos",0.005,82680,413,83093,"Very Poor"
"Benni Simounet","Male","Research and Development","Lagos",0.005,115790,579,116369,"Very Poor"
"Murry Dryburgh","Male","Research and Development","Kaduna",0.005,69070,345,69415,"Very Poor"
"Laura Gomar","Female","Research and Development","Lagos",0.005,36860,184,37044,"Very Poor"
"Larry Pioch","Male","Research and Development","Abuja",0.005,49670,248,49918,"Very Poor"
"Issy McLevie","Male","Research and Development","Kaduna",0.005,84940,425,85365,"Very Poor"
"Addia Penwright","Male","Research and Development","Abuja",0.005,28130,141,28271,"Very Poor"
"Romona Dimmne","Female","Research and Development","Kaduna",0.005,48250,241,48491,"Very Poor"
"Shelbi Aldin","Female","Research and Development","Abuja",0.005,40910,205,41115,"Very Poor"
"Bert Yaakov","Male","Research and Development","Kaduna",0.005,72040,360,72400,"Very Poor"
"Ruby Cracie","Male","Research and Development","Kaduna",0.005,78710,394,79104,"Very Poor"
"Kerwin Blakely","Male","Research and Development","Lagos",0.005,68480,342,68822,"Very Poor"
"Calvin O'Carroll","Female","Research and Development","Abuja",0.005,44450,222,44672,"Very Poor"
"Shanon Deverell","Female","Research and Development","Lagos",0.005,78180,391,78571,"Very Poor"
"Ashien Gallen","Female","Research and Development","Abuja",0.005,115080,575,115655,"Very Poor"
"Gino Groome","Female","Research and Development","Lagos",0.005,60440,302,60742,"Very Poor"
"Lonny Caen","Female","Research and Development","Lagos",0.005,35980,180,36160,"Very Poor"
"Merrilee Plenty","Female","Research and Development","Abuja",0.005,87620,438,88058,"Very Poor"
"Archibald Filliskirk","Male","Research and Development","Abuja",0.005,40400,202,40602,"Very Poor"
"Kaine Padly","Male","Research and Development","Abuja",0.005,107700,538,108238,"Very Poor"
"Brien Boise","Female","Research and Development","Kaduna",0.005,58100,290,58390,"Very Poor"
"Leonidas Cavaney","Male","Accounting","Kaduna",0.005,52250,261,52511,"Very Poor"
"Clemmie Hebblewaite","Male","Services","Kaduna",0.005,54130,271,54401,"Very Poor"
"Karlen McCaffrey","Female","Services","Kaduna",0.005,71230,356,71586,"Very Poor"
"Jacobo Lasham","Female","Services","Kaduna",0.005,51320,257,51577,"Very Poor"
"Inge Creer","Female","Services","Lagos",0.005,69060,345,69405,"Very Poor"
"Berna Dubery","Male","Services","Kaduna",0.005,69730,349,70079,"Very Poor"
"Chas Happel","Female","Services","Kaduna",0.005,30940,155,31095,"Very Poor"
"Cindi McDuffy","Female","Services","Abuja",0.005,87930,440,88370,"Very Poor"
"Katey Cadany","Male","Services","Abuja",0.005,92010,460,92470,"Very Poor"
"Grover Cooksey","Male","Services","Kaduna",0.005,74620,373,74993,"Very Poor"
"Fred Dudeney","Male","Services","Lagos",0.005,88690,443,89133,"Very Poor"
"Jolynn Behnecken","Female","Services","Kaduna",0.005,85180,426,85606,"Very Poor"
"Giselbert Newlands","Male","Services","Abuja",0.005,47650,238,47888,"Very Poor"
"Hilliary Roarty","Male","Services","Kaduna",0.005,104770,524,105294,"Very Poor"
"Lamar Blewitt","Male","Services","Lagos",0.005,41910,210,42120,"Very Poor"
"Burtie Moulden","Female","Services","Lagos",0.005,116220,581,116801,"Very Poor"
"Petey Probey","Male","Services","Kaduna",0.005,31630,158,31788,"Very Poor"
"Collin Jagson","Male","Services","Abuja",0.005,100420,502,100922,"Very Poor"
"Barny Fairweather","Male","Marketing","Lagos",0.005,77130,386,77516,"Very Poor"
"Nanice Boatwright","Male","Marketing","Abuja",0.005,105870,529,106399,"Very Poor"
"Esmaria Denecamp","Male","Marketing","Kaduna",0.005,48980,245,49225,"Very Poor"
"Irena Trousdell","Female","Marketing","Kaduna",0.005,29530,148,29678,"Very Poor"
"Kath Bletsoe","Male","Marketing","Abuja",0.005,65700,328,66028,"Very Poor"
"Orlando Gorstidge","Male","Marketing","Lagos",0.005,40750,204,40954,"Very Poor"
"Adi Seawright","Female","Marketing","Kaduna",0.005,48590,243,48833,"Very Poor"
"Zach Polon","Male","Marketing","Kaduna",0.005,53540,268,53808,"Very Poor"
"Daryn Kniveton","Female","Marketing","Lagos",0.005,108390,542,108932,"Very Poor"
"Kienan Epinay","Male","Marketing","Kaduna",0.005,91120,456,91576,"Very Poor"
"Thedrick Rogeon","Male","Marketing","Kaduna",0.005,110950,555,111505,"Very Poor"
"Lark Ironmonger","Male","Marketing","Abuja",0.005,85780,429,86209,"Very Poor"
"Joey Keedwell","Female","Marketing","Kaduna",0.005,107440,537,107977,"Very Poor"
"Julian Andrassy","Female","Marketing","Lagos",0.005,113980,570,114550,"Very Poor"
"Sarajane Peachey","Female","Marketing","Abuja",0.005,107580,538,108118,"Very Poor"
