Name,Gender,Department,Location,BonusRate,Salary,BonusAmount,TotalPaid,Rating
Shari McNee,Male,Research and Development,Lagos,0.02,"$75,880.","$1,518.","$77,398.",Poor
Lonny Caen,Female,Research and Development,Lagos,0.02,"$35,980.",$720.,"$36,700.",Poor
Naoma Cruse,Male,Research and Development,Kaduna,0.02,"$71,540.","$1,431.","$72,971.",Poor
Oates Dinan,Female,Research and Development,Lagos,0.02,"$104,680.","$2,094.","$106,774.",Poor
Bili Sizey,Male,Research and Development,Abuja,0.02,"$36,040.",$721.,"$36,761.",Poor
Leena Bruckshaw,Male,Research and Development,Lagos,0.02,"$74,280.","$1,486.","$75,766.",Poor
Inger Chapelhow,Female,Research and Development,Abuja,0.02,"$84,310.","$1,686.","$85,996.",Poor
Dayle O'Luney,Female,Research and Development,Lagos,0.02,"$46,750.",$935.,"$47,685.",Poor
Trace Sidsaff,Female,Accounting,Kaduna,0.012,"$51,200.",$614.,"$51,814.",Poor
Charmaine Howie,Male,Accounting,Kaduna,0.012,"$56,810.",$682.,"$57,492.",Poor
Rois Garrigan,Male,Accounting,Kaduna,0.012,"$61,430.",$737.,"$62,167.",Poor
Patricia Dwelly,Male,Accounting,Lagos,0.012,"$91,500.","$1,098.","$92,598.",Poor
Kissiah Maydway,Male,Accounting,Lagos,0.012,"$106,460.","$1,278.","$107,738.",Poor
Ryon Baroch,Male,Accounting,Abuja,0.012,"$43,590.",$523.,"$44,113.",Poor
Loren Bentote,Male,Accounting,Kaduna,0.012,"$56,280.",$675.,"$56,955.",Poor
Caty Janas,Male,Accounting,Lagos,0.012,"$93,210.","$1,119.","$94,329.",Poor
Mata Fishley,Male,Accounting,Abuja,0.012,"$102,520.","$1,230.","$103,750.",Poor
Irwin Kirsche,Female,Accounting,Kaduna,0.012,"$36,150.",$434.,"$36,584.",Poor
Dane Wudeland,Female,Accounting,Kaduna,0.012,"$80,030.",$960.,"$80,990.",Poor
Codie Gaunson,Male,Accounting,Abuja,0.012,"$83,590.","$1,003.","$84,593.",Poor
Edd MacKnockiter,Male,Accounting,Lagos,0.012,"$119,020.","$1,428.","$120,448.",Poor
Ruthanne Beadnell,Female,Accounting,Kaduna,0.012,"$103,610.","$1,243.","$104,853.",Poor
Grover Cooksey,Male,Services,Kaduna,0.015,"$74,620.","$1,119.","$75,739.",Poor
Fred Dudeney,Male,Services,Lagos,0.015,"$88,690.","$1,330.","$90,020.",Poor
Jolynn Behnecken,Female,Services,Kaduna,0.015,"$85,180.","$1,278.","$86,458.",Poor
Giselbert Newlands,Male,Services,Abuja,0.015,"$47,650.",$715.,"$48,365.",Poor
Hilliary Roarty,Male,Services,Kaduna,0.015,"$104,770.","$1,572.","$106,342.",Poor
Lamar Blewitt,Male,Services,Lagos,0.015,"$41,910.",$629.,"$42,539.",Poor
Burtie Moulden,Female,Services,Lagos,0.015,"$116,220.","$1,743.","$117,963.",Poor
Petey Probey,Male,Services,Kaduna,0.015,"$31,630.",$474.,"$32,104.",Poor
Collin Jagson,Male,Services,Abuja,0.015,"$100,420.","$1,506.","$101,926.",Poor
Clemmie Hebblewaite,Male,Services,Kaduna,0.015,"$54,130.",$812.,"$54,942.",Poor
Karlen McCaffrey,Female,Services,Kaduna,0.015,"$71,230.","$1,068.","$72,298.",Poor
Jacobo Lasham,Female,Services,Kaduna,0.015,"$51,320.",$770.,"$52,090.",Poor
Inge Creer,Female,Services,Lagos,0.015,"$69,060.","$1,036.","$70,096.",Poor
Berna Dubery,Male,Services,Kaduna,0.015,"$69,730.","$1,046.","$70,776.",Poor
Chas Happel,Female,Services,Kaduna,0.015,"$30,940.",$464.,"$31,404.",Poor
Cindi McDuffy,Female,Services,Abuja,0.015,"$87,930.","$1,319.","$89,249.",Poor
Katey Cadany,Male,Services,Abuja,0.015,"$92,010.","$1,380.","$93,390.",Poor
Zach Polon,Male,Marketing,Kaduna,0.013,"$53,540.",$696.,"$54,236.",Poor
Daryn Kniveton,Female,Marketing,Lagos,0.013,"$108,390.","$1,409.","$109,799.",Poor
Kienan Epinay,Male,Marketing,Kaduna,0.013,"$91,120.","$1,185.","$92,305.",Poor
Thedrick Rogeon,Male,Marketing,Kaduna,0.013,"$110,950.","$1,442.","$112,392.",Poor
Lark Ironmonger,Male,Marketing,Abuja,0.013,"$85,780.","$1,115.","$86,895.",Poor
Joey Keedwell,Female,Marketing,Kaduna,0.013,"$107,440.","$1,397.","$108,837.",Poor
Julian Andrassy,Female,Marketing,Lagos,0.013,"$113,980.","$1,482.","$115,462.",Poor
Sarajane Peachey,Female,Marketing,Abuja,0.013,"$107,580.","$1,399.","$108,979.",Poor
Barny Fairweather,Male,Marketing,Lagos,0.013,"$77,130.","$1,003.","$78,133.",Poor
Nanice Boatwright,Male,Marketing,Abuja,0.013,"$105,870.","$1,376.","$107,246.",Poor
Esmaria Denecamp,Male,Marketing,Kaduna,0.013,"$48,980.",$637.,"$49,617.",Poor
Irena Trousdell,Female,Marketing,Kaduna,0.013,"$29,530.",$384.,"$29,914.",Poor
Kath Bletsoe,Male,Marketing,Abuja,0.013,"$65,700.",$854.,"$66,554.",Poor
Orlando Gorstidge,Male,Marketing,Lagos,0.013,"$40,750.",$530.,"$41,280.",Poor
Adi Seawright,Female,Marketing,Kaduna,0.013,"$48,590.",$632.,"$49,222.",Poor
Ches Bonnell,Male,Sales,Lagos,0.088,"$88,050.","$7,748.","$95,798.",Very Good
Myrle Prandoni,Male,Sales,Kaduna,0.088,"$62,200.","$5,474.","$67,674.",Very Good
Marjie Bamford,Male,Sales,Abuja,0.088,"$80,770.","$7,108.","$87,878.",Very Good
Seward Kubera,Male,Engineering,Abuja,0.061,"$43,330.","$2,643.","$45,973.",Very Good
Frederik Dartan,Male,Engineering,Abuja,0.061,"$62,090.","$3,787.","$65,877.",Very Good
Barnaby Farnall,Male,Engineering,Kaduna,0.061,"$118,800.","$7,247.","$126,047.",Very Good
Ali Roubert,Male,Engineering,Abuja,0.061,"$69,460.","$4,237.","$73,697.",Very Good
Kikelia Ellor,Male,Engineering,Kaduna,0.061,"$34,620.","$2,112.","$36,732.",Very Good
Alexis Gotfrey,Male,Engineering,Lagos,0.061,"$114,470.","$6,983.","$121,453.",Very Good
Fidela Dowey,Female,Engineering,Lagos,0.061,"$86,740.","$5,291.","$92,031.",Very Good
Cletus McGarahan,Female,Engineering,Kaduna,0.061,"$114,430.","$6,980.","$121,410.",Very Good
Reinald Franken,Female,Engineering,Abuja,0.061,"$28,870.","$1,761.","$30,631.",Very Good
Isidora Guido,Male,Engineering,Abuja,0.061,"$43,150.","$2,632.","$45,782.",Very Good
Saunders Blumson,Male,Legal,Kaduna,0.064,"$56,370.","$3,608.","$59,978.",Very Good
Rasla Fisby,Male,Legal,Abuja,0.064,"$109,000.","$6,976.","$115,976.",Very Good
Yasmeen Klimkiewich,Female,Legal,Abuja,0.064,"$48,140.","$3,081.","$51,221.",Very Good
Amery Ofer,Female,Legal,Abuja,0.064,"$111,050.","$7,107.","$118,157.",Very Good
Beryl Burnsyde,Male,Legal,Abuja,0.064,"$29,770.","$1,905.","$31,675.",Very Good
Gabie Millichip,Male,Legal,Abuja,0.064,"$49,760.","$3,185.","$52,945.",Very Good
Dolley Grayley,Female,Legal,Abuja,0.064,"$48,980.","$3,135.","$52,115.",Very Good
Arty Duigan,Male,Legal,Abuja,0.064,"$108,600.","$6,950.","$115,550.",Very Good
Alyosha Riquet,Male,Legal,Abuja,0.064,"$89,840.","$5,750.","$95,590.",Very Good
Adelina Cheeseman,Male,Support,Kaduna,0.076,"$45,510.","$3,459.","$48,969.",Very Good
Ambrosio Daniely,Female,Support,Kaduna,0.076,"$80,060.","$6,085.","$86,145.",Very Good
Daven Smout,Female,Support,Abuja,0.076,"$50,800.","$3,861.","$54,661.",Very Good
Hector Isard,Male,Support,Abuja,0.076,"$116,970.","$8,890.","$125,860.",Very Good
Barbara-anne Kenchington,Female,Support,Kaduna,0.076,"$88,030.","$6,690.","$94,720.",Very Good
Jedd Moretto,Male,Support,Kaduna,0.076,"$63,720.","$4,843.","$68,563.",Very Good
Madlen Ashburner,Male,Support,Abuja,0.076,"$42,240.","$3,210.","$45,450.",Very Good
Win Arthurs,Female,Support,Abuja,0.076,"$43,200.","$3,283.","$46,483.",Very Good
Wald Bountiff,Female,Support,Lagos,0.076,"$28,970.","$2,202.","$31,172.",Very Good
Ianthe Sayre,Male,Support,Abuja,0.076,"$110,730.","$8,415.","$119,145.",Very Good
Beverie Moffet,Female,Support,Abuja,0.076,"$75,970.","$5,774.","$81,744.",Very Good
Pancho De Ortega,Male,Support,Kaduna,0.076,"$99,780.","$7,583.","$107,363.",Very Good
Lincoln Cord,Female,Support,Abuja,0.076,"$63,560.","$4,831.","$68,391.",Very Good
Chauncey Schild,Female,Support,Lagos,0.076,"$107,340.","$8,158.","$115,498.",Very Good
Alfred Peplay,Female,Human Resources,Lagos,0.076,"$60,580.","$4,604.","$65,184.",Very Good
Phillipp Nekrews,Male,Human Resources,Kaduna,0.076,"$71,330.","$5,421.","$76,751.",Very Good
Gearard Wixon,Male,Human Resources,Abuja,0.076,"$106,190.","$8,070.","$114,260.",Very Good
Hali Behnecke,Male,Human Resources,Kaduna,0.076,"$65,570.","$4,983.","$70,553.",Very Good
Erin Androsik,Male,Human Resources,Lagos,0.076,"$48,530.","$3,688.","$52,218.",Very Good
Virginia McConville,Female,Human Resources,Abuja,0.076,"$76,900.","$5,844.","$82,744.",Very Good
Timmi Durran,Male,Human Resources,Abuja,0.076,"$68,430.","$5,201.","$73,631.",Very Good
Bennett Gimenez,Female,Human Resources,Abuja,0.076,"$36,460.","$2,771.","$39,231.",Very Good
Minetta Parsons,Female,Human Resources,Abuja,0.076,"$110,770.","$8,419.","$119,189.",Very Good
Adella Hartshorne,Female,Human Resources,Abuja,0.076,"$41,160.","$3,128.","$44,288.",Very Good
Collette Blackaller,Female,Human Resources,Kaduna,0.076,"$42,380.","$3,221.","$45,601.",Very Good
Aindrea Lenormand,Female,Human Resources,Abuja,0.076,"$71,180.","$5,410.","$76,590.",Very Good
Tatum Hush,Female,Human Resources,Abuja,0.076,"$53,240.","$4,046.","$57,286.",Very Good
Mickey Pybus,Male,Human Resources,Kaduna,0.076,"$87,850.","$6,677.","$94,527.",Very Good
Judi Cosgriff,Female,Human Resources,Abuja,0.076,"$86,390.","$6,566.","$92,956.",Very Good
Farris Ditchfield,Male,Human Resources,Kaduna,0.076,"$58,030.","$4,410.","$62,440.",Very Good
Anni Izzard,Male,Human Resources,Abuja,0.076,"$103,490.","$7,865.","$111,355.",Very Good
Yvette Bett,Male,Human Resources,Lagos,0.076,"$76,320.","$5,800.","$82,120.",Very Good
Evanne Levens,Male,Human Resources,Kaduna,0.076,"$36,880.","$2,803.","$39,683.",Very Good
Marcellina Kitt,Female,Business Development,Kaduna,0.073,"$78,500.","$5,730.","$84,230.",Very Good
Garwood Penhale,Female,Business Development,Kaduna,0.073,"$96,640.","$7,055.","$103,695.",Very Good
Evangelia Gowers,Male,Business Development,Kaduna,0.073,"$118,450.","$8,647.","$127,097.",Very Good
Kincaid Hellicar,Male,Business Development,Kaduna,0.073,"$96,610.","$7,053.","$103,663.",Very Good
Shayne Stegel,Male,Business Development,Abuja,0.073,"$70,270.","$5,130.","$75,400.",Very Good
Juanita Trembey,Male,Business Development,Kaduna,0.073,"$54,780.","$3,999.","$58,779.",Very Good
Candy Aindrais,Female,Business Development,Lagos,0.073,"$116,590.","$8,511.","$125,101.",Very Good
Abbie Tann,Female,Business Development,Lagos,0.073,"$116,520.","$8,506.","$125,026.",Very Good
Meryl Waggatt,Female,Business Development,Kaduna,0.073,"$77,060.","$5,625.","$82,685.",Very Good
Carlin Demke,Male,Business Development,Lagos,0.073,"$110,040.","$8,033.","$118,073.",Very Good
Susy Challoner,Female,Business Development,Kaduna,0.073,"$29,890.","$2,182.","$32,072.",Very Good
Tammi Lackham,Female,Business Development,Abuja,0.073,"$61,690.","$4,503.","$66,193.",Very Good
Van Tuxwell,Female,Business Development,Abuja,0.073,"$80,700.","$5,891.","$86,591.",Very Good
Murial Ickovici,Female,Business Development,Kaduna,0.073,"$72,500.","$5,292.","$77,792.",Very Good
Thorvald Milliken,Female,Business Development,Lagos,0.073,"$33,030.","$2,411.","$35,441.",Very Good
Pierson Measham,Male,Business Development,Kaduna,0.073,"$103,160.","$7,531.","$110,691.",Very Good
Wyn Treadger,Female,Business Development,Kaduna,0.073,"$69,190.","$5,051.","$74,241.",Very Good
Lil Ibberson,Male,Business Development,Kaduna,0.073,"$75,920.","$5,542.","$81,462.",Very Good
Ardella Dyment,Female,Business Development,Kaduna,0.073,"$70,650.","$5,157.","$75,807.",Very Good
Brodie Grimstead,Male,Business Development,Kaduna,0.073,"$117,850.","$8,603.","$126,453.",Very Good
Leslie Cardoso,Female,Business Development,Abuja,0.073,"$103,340.","$7,544.","$110,884.",Very Good
Sheff Gerdts,Male,Business Development,Lagos,0.073,"$89,160.","$6,509.","$95,669.",Very Good
Gunar Cockshoot,Male,Business Development,Abuja,0.073,"$48,950.","$3,573.","$52,523.",Very Good
Vic Radolf,Female,Product Management,Abuja,0.062,"$62,780.","$3,892.","$66,672.",Very Good
Issie Crippes,Female,Product Management,Abuja,0.062,"$81,720.","$5,067.","$86,787.",Very Good
Euell Willoughley,Male,Product Management,Kaduna,0.062,"$105,800.","$6,560.","$112,360.",Very Good
Richy Gray,Female,Product Management,Kaduna,0.062,"$89,830.","$5,569.","$95,399.",Very Good
Ava Whordley,Female,Product Management,Abuja,0.062,"$104,210.","$6,461.","$110,671.",Very Good
Jordain Sparkwill,Female,Product Management,Abuja,0.062,"$107,660.","$6,675.","$114,335.",Very Good
Camille Baldinotti,Female,Product Management,Lagos,0.062,"$41,700.","$2,585.","$44,285.",Very Good
Von Boeter,Male,Product Management,Lagos,0.062,"$36,370.","$2,255.","$38,625.",Very Good
Vlad Strangeway,Male,Product Management,Abuja,0.062,"$77,740.","$4,820.","$82,560.",Very Good
Millard Brakewell,Male,Product Management,Kaduna,0.062,"$76,560.","$4,747.","$81,307.",Very Good
L;urette Bontein,Male,Product Management,Abuja,0.062,"$47,650.","$2,954.","$50,604.",Very Good
Crissie Cordel,Female,Product Management,Abuja,0.062,"$41,570.","$2,577.","$44,147.",Very Good
Shellysheldon Ellerman,Female,Product Management,Abuja,0.062,"$34,470.","$2,137.","$36,607.",Very Good
Cathi Delgardo,Male,Product Management,Abuja,0.062,"$111,910.","$6,938.","$118,848.",Very Good
Sharron Petegree,Female,Product Management,Kaduna,0.062,"$87,290.","$5,412.","$92,702.",Very Good
Marney O'Breen,Female,Product Management,Kaduna,0.062,"$65,920.","$4,087.","$70,007.",Very Good
Nani Brockley,Male,Product Management,Abuja,0.062,"$47,000.","$2,914.","$49,914.",Very Good
Bordy Yatman,Female,Product Management,Lagos,0.062,"$108,450.","$6,724.","$115,174.",Very Good
Bogey Hitcham,Male,Product Management,Abuja,0.062,"$106,170.","$6,583.","$112,753.",Very Good
Curtice Advani,Male,Product Management,Lagos,0.062,"$59,810.","$3,708.","$63,518.",Very Good
Nessi Delves,Male,Training,Kaduna,0.063,"$56,830.","$3,580.","$60,410.",Very Good
Easter Pyke,Female,Training,Kaduna,0.063,"$95,680.","$6,028.","$101,708.",Very Good
Ebonee Roxburgh,Male,Training,Kaduna,0.063,"$67,950.","$4,281.","$72,231.",Very Good
Josie Barnson,Female,Training,Kaduna,0.063,"$74,110.","$4,669.","$78,779.",Very Good
Robbert Mandrier,Female,Training,Abuja,0.063,"$98,020.","$6,175.","$104,195.",Very Good
Felipe Parkman,Female,Training,Abuja,0.063,"$90,150.","$5,679.","$95,829.",Very Good
Nicole Blowfelde,Female,Training,Kaduna,0.063,"$59,560.","$3,752.","$63,312.",Very Good
Minna Showler,Female,Training,Kaduna,0.063,"$105,370.","$6,638.","$112,008.",Very Good
Isa Mogie,Female,Training,Kaduna,0.063,"$50,950.","$3,210.","$54,160.",Very Good
Fancy Bonin,Male,Training,Lagos,0.063,"$84,680.","$5,335.","$90,015.",Very Good
Rhody Odhams,Male,Training,Lagos,0.063,"$103,600.","$6,527.","$110,127.",Very Good
Vernor Atyea,Female,Training,Kaduna,0.063,"$102,930.","$6,485.","$109,415.",Very Good
Ewart Hovel,Female,Training,Lagos,0.063,"$116,770.","$7,357.","$124,127.",Very Good
Lindi Morfey,Male,Training,Kaduna,0.063,"$99,470.","$6,267.","$105,737.",Very Good
Torrance Collier,Female,Training,Lagos,0.063,"$96,140.","$6,057.","$102,197.",Very Good
Nerissa Kavanagh,Male,Training,Abuja,0.063,"$84,170.","$5,303.","$89,473.",Very Good
Georg Dinnage,Male,Training,Kaduna,0.063,"$88,330.","$5,565.","$93,895.",Very Good
Antone Tolmie,Male,Training,Kaduna,0.063,"$110,820.","$6,982.","$117,802.",Very Good
Luce Beentjes,Male,Training,Abuja,0.063,"$48,180.","$3,035.","$51,215.",Very Good
Mallorie Waber,Male,Training,Lagos,0.063,"$60,570.","$3,816.","$64,386.",Very Good
Ewart Laphorn,Female,Training,Kaduna,0.063,"$119,110.","$7,504.","$126,614.",Very Good
William Reeveley,Male,Training,Abuja,0.063,"$53,870.","$3,394.","$57,264.",Very Good
Gerald Caple,Male,Training,Kaduna,0.063,"$59,300.","$3,736.","$63,036.",Very Good
Felita Whitloe,Male,Training,Kaduna,0.063,"$63,450.","$3,997.","$67,447.",Very Good
Lek Scamaden,Female,Training,Abuja,0.063,"$51,860.","$3,267.","$55,127.",Very Good
Jo-anne Gobeau,Female,Training,Abuja,0.063,"$37,900.","$2,388.","$40,288.",Very Good
William Reeveley,Male,Training,Abuja,0.063,"$53,870.","$3,394.","$57,264.",Very Good
Calvin O'Carroll,Female,Research and Development,Abuja,0.084,"$44,450.","$3,734.","$48,184.",Very Good
Shanon Deverell,Female,Research and Development,Lagos,0.084,"$78,180.","$6,567.","$84,747.",Very Good
Ashien Gallen,Female,Research and Development,Abuja,0.084,"$115,080.","$9,667.","$124,747.",Very Good
Gino Groome,Female,Research and Development,Lagos,0.084,"$60,440.","$5,077.","$65,517.",Very Good
Lonny Caen,Female,Research and Development,Lagos,0.084,"$35,980.","$3,022.","$39,002.",Very Good
Merrilee Plenty,Female,Research and Development,Abuja,0.084,"$87,620.","$7,360.","$94,980.",Very Good
Archibald Filliskirk,Male,Research and Development,Abuja,0.084,"$40,400.","$3,394.","$43,794.",Very Good
Kaine Padly,Male,Research and Development,Abuja,0.084,"$107,700.","$9,047.","$116,747.",Very Good
Brien Boise,Female,Research and Development,Kaduna,0.084,"$58,100.","$4,880.","$62,980.",Very Good
Larry Pioch,Male,Research and Development,Abuja,0.084,"$49,670.","$4,172.","$53,842.",Very Good
Fedora Graffin,Male,Research and Development,Lagos,0.084,"$92,500.","$7,770.","$100,270.",Very Good
Aloisia Minto,Male,Research and Development,Abuja,0.084,"$41,420.","$3,479.","$44,899.",Very Good
Ede Mignot,Female,Research and Development,Kaduna,0.084,"$98,640.","$8,286.","$106,926.",Very Good
Mick Tanguy,Female,Research and Development,Lagos,0.084,"$97,400.","$8,182.","$105,582.",Very Good
Janina Wolverson,Female,Research and Development,Kaduna,0.084,"$99,680.","$8,373.","$108,053.",Very Good
Merrilee Plenty,Female,Research and Development,Abuja,0.084,"$87,620.","$7,360.","$94,980.",Very Good
Edgard Irving,Male,Research and Development,Kaduna,0.084,"$87,290.","$7,332.","$94,622.",Very Good
Kit Battlestone,Female,Research and Development,Abuja,0.084,"$115,980.","$9,742.","$125,722.",Very Good
Dayle O'Luney,Female,Research and Development,Abuja,0.084,"$46,750.","$3,927.","$50,677.",Very Good
Giffer Berlin,Female,Research and Development,Kaduna,0.084,"$92,340.","$7,757.","$100,097.",Very Good
Rose Shurrocks,Female,Research and Development,Kaduna,0.084,"$32,140.","$2,700.","$34,840.",Very Good
Lonny Caen,Female,Research and Development,Lagos,0.084,"$35,980.","$3,022.","$39,002.",Very Good
Inger Chapelhow,Female,Research and Development,Abuja,0.084,"$84,310.","$7,082.","$91,392.",Very Good
Jeane Bermingham,Male,Research and Development,Kaduna,0.084,"$116,980.","$9,826.","$126,806.",Very Good
Stormy Church,Male,Research and Development,Lagos,0.084,"$29,880.","$2,510.","$32,390.",Very Good
Amaleta Baltzar,Male,Research and Development,Lagos,0.084,"$70,080.","$5,887.","$75,967.",Very Good
Calvin O'Carroll,Female,Research and Development,Kaduna,0.084,"$44,450.","$3,734.","$48,184.",Very Good
Shea Mix,Male,Research and Development,Lagos,0.084,"$82,680.","$6,945.","$89,625.",Very Good
Benni Simounet,Male,Research and Development,Lagos,0.084,"$115,790.","$9,726.","$125,516.",Very Good
Grady Rochelle,Female,Accounting,Kaduna,0.071,"$69,160.","$4,910.","$74,070.",Very Good
Linell Compfort,Female,Accounting,Abuja,0.071,"$70,440.","$5,001.","$75,441.",Very Good
Rory Ravenscroftt,Female,Accounting,Kaduna,0.071,"$45,450.","$3,227.","$48,677.",Very Good
Yves Pawlik,Male,Accounting,Abuja,0.071,"$57,930.","$4,113.","$62,043.",Very Good
Pippy Shepperd,Female,Accounting,Kaduna,0.071,"$44,850.","$3,184.","$48,034.",Very Good
Leslie Baruch,Female,Accounting,Kaduna,0.071,"$103,990.","$7,383.","$111,373.",Very Good
Hogan Iles,Female,Accounting,Lagos,0.071,"$114,180.","$8,107.","$122,287.",Very Good
Erv Balmann,Female,Services,Lagos,0.072,"$29,670.","$2,136.","$31,806.",Very Good
Cindee Saice,Female,Services,Abuja,0.072,"$103,360.","$7,442.","$110,802.",Very Good
Radcliffe Fairpool,Female,Services,Lagos,0.072,"$60,760.","$4,375.","$65,135.",Very Good
Emmye Corry,Male,Services,Abuja,0.072,"$109,030.","$7,850.","$116,880.",Very Good
Dulsea Folkes,Female,Services,Lagos,0.072,"$42,160.","$3,036.","$45,196.",Very Good
Pate Beardsley,Male,Services,Lagos,0.072,"$85,880.","$6,183.","$92,063.",Very Good
Fred Dudeney,Male,Services,Abuja,0.072,"$88,690.","$6,386.","$95,076.",Very Good
Michale Rolf,Male,Services,Lagos,0.072,"$111,820.","$8,051.","$119,871.",Very Good
Chrisy Kyme,Female,Marketing,Lagos,0.099,"$99,200.","$9,821.","$109,021.",Very Good
Cara Havers,Male,Marketing,Kaduna,0.099,"$89,610.","$8,871.","$98,481.",Very Good
Jessica Callcott,Female,Marketing,Lagos,0.099,"$66,020.","$6,536.","$72,556.",Very Good
Cleveland Pottiphar,Female,Marketing,Lagos,0.099,"$74,600.","$7,385.","$81,985.",Very Good
Maisie Shotboulte,Female,Marketing,Abuja,0.099,"$71,210.","$7,050.","$78,260.",Very Good
Aile Strathearn,Female,Marketing,Lagos,0.099,"$114,600.","$11,345.","$125,945.",Very Good
Jakob Philippe,Male,Marketing,Kaduna,0.099,"$51,910.","$5,139.","$57,049.",Very Good
Cara Havers,Male,Marketing,Lagos,0.099,"$89,610.","$8,871.","$98,481.",Very Good
Delora Arendt,Female,Marketing,Abuja,0.099,"$67,620.","$6,694.","$74,314.",Very Good
Mariann Mowat,Male,Marketing,Kaduna,0.099,"$32,620.","$3,229.","$35,849.",Very Good
Jan Morforth,Male,Marketing,Abuja,0.099,"$48,170.","$4,769.","$52,939.",Very Good
Beatriz Bateson,Male,Marketing,Kaduna,0.099,"$89,090.","$8,820.","$97,910.",Very Good
North Bertomeu,Female,Marketing,Abuja,0.099,"$104,900.","$10,385.","$115,285.",Very Good
Rudyard Tomsa,Female,Marketing,Kaduna,0.099,"$43,900.","$4,346.","$48,246.",Very Good
Reube Sushams,Male,Marketing,Kaduna,0.099,"$90,130.","$8,923.","$99,053.",Very Good
Tabbatha Pickston,Male,Marketing,Abuja,0.099,"$72,040.","$7,132.","$79,172.",Very Good
Xavier Filipic,Female,Marketing,Kaduna,0.099,"$31,050.","$3,074.","$34,124.",Very Good
Packston Joanic,Male,Marketing,Kaduna,0.099,"$51,860.","$5,134.","$56,994.",Very Good
Conchita Soden,Male,Marketing,Abuja,0.099,"$74,410.","$7,367.","$81,777.",Very Good
Reggie Taylerson,Male,Marketing,Lagos,0.099,"$87,610.","$8,673.","$96,283.",Very Good
Carolyn Attack,Female,Marketing,Lagos,0.099,"$70,760.","$7,005.","$77,765.",Very Good
Oliy Feeney,Female,Marketing,Lagos,0.099,"$42,970.","$4,254.","$47,224.",Very Good
Caro Hainsworth,Male,Marketing,Kaduna,0.099,"$77,470.","$7,670.","$85,140.",Very Good
Letisha Carrett,Female,Sales,Abuja,0.005,"$84,600.",$423.,"$85,023.",Very Poor
De witt Lottrington,Female,Sales,Abuja,0.005,"$98,360.",$492.,"$98,852.",Very Poor
Cathrin Yanuk,Male,Sales,Lagos,0.005,"$44,120.",$221.,"$44,341.",Very Poor
Faina Durand,Male,Sales,Kaduna,0.005,"$114,650.",$573.,"$115,223.",Very Poor
Marmaduke Worssam,Female,Engineering,Abuja,0.005,"$78,380.",$392.,"$78,772.",Very Poor
Lamond Douthwaite,Male,Engineering,Lagos,0.005,"$90,530.",$453.,"$90,983.",Very Poor
Dennison Crosswaite,Male,Legal,Abuja,0.005,"$90,700.",$454.,"$91,154.",Very Poor
Bayard Gendricke,Male,Legal,Kaduna,0.005,"$40,980.",$205.,"$41,185.",Very Poor
Clo Jimpson,Male,Legal,Lagos,0.005,"$57,620.",$288.,"$57,908.",Very Poor
Aeriell Cuell,Male,Legal,Abuja,0.005,"$108,290.",$541.,"$108,831.",Very Poor
Hans Bucke,Male,Legal,Kaduna,0.005,"$78,560.",$393.,"$78,953.",Very Poor
Demetria Le Estut,Female,Support,Abuja,0.005,"$75,720.",$379.,"$76,099.",Very Poor
Ronnie Mesias,Male,Support,Kaduna,0.005,"$86,360.",$432.,"$86,792.",Very Poor
Mendel Gentsch,Male,Human Resources,Lagos,0.005,"$28,330.",$142.,"$28,472.",Very Poor
Cordelia Djuricic,Female,Human Resources,Abuja,0.005,"$65,350.",$327.,"$65,677.",Very Poor
Kelci Walkden,Male,Human Resources,Kaduna,0.005,"$57,090.",$285.,"$57,375.",Very Poor
Jarad Barbrook,Female,Human Resources,Abuja,0.005,"$31,200.",$156.,"$31,356.",Very Poor
Krysta Elacoate,Male,Human Resources,Abuja,0.005,"$106,930.",$535.,"$107,465.",Very Poor
Irvine Blenkin,Male,Human Resources,Abuja,0.005,"$79,590.",$398.,"$79,988.",Very Poor
Layton Kierans,Male,Human Resources,Kaduna,0.005,"$113,790.",$569.,"$114,359.",Very Poor
Kelly Corkitt,Female,Human Resources,Lagos,0.005,"$85,260.",$426.,"$85,686.",Very Poor
Kakalina Stanaway,Male,Human Resources,Kaduna,0.005,"$97,020.",$485.,"$97,505.",Very Poor
Erin Androsik,Male,Human Resources,Kaduna,0.005,"$48,530.",$243.,"$48,773.",Very Poor
Cecilla Joselevitch,Female,Human Resources,Abuja,0.005,"$77,840.",$389.,"$78,229.",Very Poor
Baxter Brocks,Female,Human Resources,Abuja,0.005,"$39,680.",$198.,"$39,878.",Very Poor
Brose MacCorkell,Female,Human Resources,Lagos,0.005,"$35,940.",$180.,"$36,120.",Very Poor
Lea Chaplin,Female,Human Resources,Kaduna,0.005,"$73,490.",$367.,"$73,857.",Very Poor
Alida Welman,Male,Human Resources,Lagos,0.005,"$69,860.",$349.,"$70,209.",Very Poor
Wendel Malletratt,Male,Business Development,Kaduna,0.005,"$67,660.",$338.,"$67,998.",Very Poor
Gwenore Scotchmer,Female,Business Development,Kaduna,0.005,"$105,290.",$526.,"$105,816.",Very Poor
Katya Hundy,Male,Business Development,Kaduna,0.005,"$88,510.",$443.,"$88,953.",Very Poor
Codi Beck,Female,Business Development,Lagos,0.005,"$40,560.",$203.,"$40,763.",Very Poor
Norrie Grahl,Male,Business Development,Abuja,0.005,"$42,950.",$215.,"$43,165.",Very Poor
